si-Ctrl-1	si-Ctrl-2	si-eIF5A-1	si-eIF5A-2
YKL167C_mRNA	YMR011W_mRNA	YOR229W_mRNA	YDL233W_mRNA
YPR061C_mRNA	YJL178C_mRNA	YOL012C_mRNA	YOL054W_mRNA
YNL244C_mRNA	YNL126W_mRNA	YKL108W_mRNA	YCL047C_mRNA
YMR011W_mRNA	YLR406C_mRNA	YIL015W_mRNA	YJL024C_mRNA
YJL178C_mRNA	YBR199W_mRNA	YHR077C_mRNA	YML126C_mRNA
YNL126W_mRNA	YNL260C_mRNA	YML006C_mRNA	YOR229W_mRNA
YLR406C_mRNA	YOR344C_mRNA	YAR002C-A_mRNA	YOR336W_mRNA
YBR199W_mRNA	YIL017C_mRNA	YML017W_mRNA	YHR096C_mRNA
YNL260C_mRNA	YGL049C_mRNA	YKL167C_mRNA	YKL108W_mRNA
YOR344C_mRNA	YBL066C_mRNA	YPR061C_mRNA	YOL012C_mRNA
YIL017C_mRNA	YOR322C_mRNA	YNL244C_mRNA	YIL015W_mRNA
YGL049C_mRNA	YML038C_mRNA	YMR011W_mRNA	YHR077C_mRNA
YBL066C_mRNA	YNL031C_mRNA	YJL178C_mRNA	YML006C_mRNA
YOR322C_mRNA	YMR226C_mRNA	YLR406C_mRNA	YAR002C-A_mRNA
YML038C_mRNA	YLR214W_mRNA	YBR199W_mRNA	YML017W_mRNA
YNL031C_mRNA	YDL081C_mRNA	YNL260C_mRNA	YKL167C_mRNA
YMR226C_mRNA	YEL040W_mRNA	YOR344C_mRNA	YPR061C_mRNA
YLR214W_mRNA	YBR094W_mRNA	YGL049C_mRNA	YNL244C_mRNA
YDL081C_mRNA	YMR295C_mRNA	YBL066C_mRNA	YMR011W_mRNA
YEL040W_mRNA	YNL135C_mRNA	YOR322C_mRNA	YJL178C_mRNA
YBR094W_mRNA	YNR047W_mRNA	YML038C_mRNA	YLR406C_mRNA
YMR295C_mRNA	YJR145C_mRNA	YNL031C_mRNA	YBR199W_mRNA
YNL135C_mRNA	YOR153W_mRNA	YMR226C_mRNA	YNL260C_mRNA
YNR047W_mRNA	YJR013W_mRNA	YLR214W_mRNA	YOR344C_mRNA
YJR145C_mRNA	YNL038W_mRNA	YGR170W_mRNA	YIL017C_mRNA
YOR153W_mRNA	YML114C_mRNA	YDL081C_mRNA	YGL049C_mRNA
YJR013W_mRNA	YDL226C_mRNA	YEL040W_mRNA	YBL066C_mRNA
YNL038W_mRNA	YJL148W_mRNA	YBR094W_mRNA	YOR322C_mRNA
YML114C_mRNA	YJR082C_mRNA	YMR295C_mRNA	YML038C_mRNA
YDL226C_mRNA	YHR031C_mRNA	YNL135C_mRNA	YNL031C_mRNA
YJL148W_mRNA	YMR236W_mRNA	YNR047W_mRNA	YKR051W_mRNA
YJR082C_mRNA	YLR195C_mRNA	YJR145C_mRNA	YMR226C_mRNA
YHR031C_mRNA	YGL207W_mRNA	YOR153W_mRNA	YLR214W_mRNA
YMR236W_mRNA	YCR004C_mRNA	YJR013W_mRNA	YGR170W_mRNA
YLR195C_mRNA	YOR047C_mRNA	YNL038W_mRNA	YDL081C_mRNA
YGL207W_mRNA	YKL014C_mRNA	YML114C_mRNA	YEL040W_mRNA
YCR004C_mRNA	YFL039C_mRNA	YDL226C_mRNA	YBR094W_mRNA
YOR047C_mRNA	YOR158W_mRNA	YJL148W_mRNA	YMR295C_mRNA
YKL014C_mRNA	YCR011C_mRNA	YJR082C_mRNA	YNL135C_mRNA
YFL039C_mRNA	YPL159C_mRNA	YHR031C_mRNA	YNR047W_mRNA
YOR158W_mRNA	YCR052W_mRNA	YMR236W_mRNA	YJR145C_mRNA
YCR011C_mRNA	YIL039W_mRNA	YLR195C_mRNA	YOR153W_mRNA
YPL159C_mRNA	YER022W_mRNA	YGL207W_mRNA	YJR013W_mRNA
YCR052W_mRNA	YER130C_mRNA	YCR004C_mRNA	YNL038W_mRNA
YIL039W_mRNA	YPR187W_mRNA	YOR047C_mRNA	YML114C_mRNA
YER022W_mRNA	YIL136W_mRNA	YKL014C_mRNA	YDL226C_mRNA
YER130C_mRNA	YNR052C_mRNA	YFL039C_mRNA	YJL148W_mRNA
YPR187W_mRNA	YKL189W_mRNA	YOR158W_mRNA	YJR082C_mRNA
YIL136W_mRNA	YKL095W_mRNA	YCR011C_mRNA	YHR031C_mRNA
YNR052C_mRNA	YDL215C_mRNA	YPL159C_mRNA	YMR236W_mRNA
YKL189W_mRNA	YOR357C_mRNA	YCR052W_mRNA	YLR195C_mRNA
YKL095W_mRNA	YLR103C_mRNA	YIL039W_mRNA	YGL207W_mRNA
YDL215C_mRNA	YDL015C_mRNA	YER022W_mRNA	YCR004C_mRNA
YOR357C_mRNA	YGR032W_mRNA	YER130C_mRNA	YOR047C_mRNA
YLR103C_mRNA	YFR017C_mRNA	YPR187W_mRNA	YKL014C_mRNA
YDL015C_mRNA	YCR075C_mRNA	YIL136W_mRNA	YFL039C_mRNA
YGR032W_mRNA	YMR302C_mRNA	YNR052C_mRNA	YOR158W_mRNA
YFR017C_mRNA	YER166W_mRNA	YKL189W_mRNA	YCR011C_mRNA
YCR075C_mRNA	YCL012C_mRNA	YKL095W_mRNA	YPL159C_mRNA
YMR302C_mRNA	YAL053W_mRNA	YDL215C_mRNA	YCR052W_mRNA
YER166W_mRNA	YDR540C_mRNA	YOR357C_mRNA	YIL039W_mRNA
YCL012C_mRNA	YKL082C_mRNA	YKL033W_mRNA	YER022W_mRNA
YAL053W_mRNA	YHR092C_mRNA	YDL015C_mRNA	YER130C_mRNA
YDR540C_mRNA	YHL007C_mRNA	YGR032W_mRNA	YPR187W_mRNA
YKL082C_mRNA	YER157W_mRNA	YFR017C_mRNA	YIL136W_mRNA
YHR092C_mRNA	YLR321C_mRNA	YCR075C_mRNA	YNR052C_mRNA
YHL007C_mRNA	YOR323C_mRNA	YMR302C_mRNA	YKL189W_mRNA
YER157W_mRNA	YDR179C_mRNA	YER166W_mRNA	YKL095W_mRNA
YLR321C_mRNA	YGL221C_mRNA	YCL012C_mRNA	YDL215C_mRNA
YOR323C_mRNA	YAL001C_mRNA	YAL053W_mRNA	YOR357C_mRNA
YDR179C_mRNA	YJL039C_mRNA	YDR540C_mRNA	YLR103C_mRNA
YGL221C_mRNA	YOL082W_mRNA	YCR089W_mRNA	YDL015C_mRNA
YER150W_mRNA	YGR002C_mRNA	YKL082C_mRNA	YKL033W_mRNA
YAL001C_mRNA	YGR206W_mRNA	YHL007C_mRNA	YFR017C_mRNA
YJL039C_mRNA	YHL006C_mRNA	YER157W_mRNA	YCR075C_mRNA
YOL082W_mRNA	YOR271C_mRNA	YLR321C_mRNA	YMR302C_mRNA
YGR002C_mRNA	YGR209C_mRNA	YOR323C_mRNA	YER166W_mRNA
YGR206W_mRNA	YKL137W_mRNA	YDR179C_mRNA	YCL012C_mRNA
YHL006C_mRNA	YKR077W_mRNA	YGL221C_mRNA	YAL053W_mRNA
YOR271C_mRNA	YLR315W_mRNA	YER150W_mRNA	YDR540C_mRNA
YGR209C_mRNA	YER072W_mRNA	YAL001C_mRNA	YKL082C_mRNA
YKL137W_mRNA	YFL034W_mRNA	YJL039C_mRNA	YHR092C_mRNA
YKR077W_mRNA	YLR423C_mRNA	YOL082W_mRNA	YHL007C_mRNA
YLR315W_mRNA	YNL098C_mRNA	YGR002C_mRNA	YER157W_mRNA
YER072W_mRNA	YAL005C_mRNA	YGR206W_mRNA	YLR321C_mRNA
YFL034W_mRNA	YFR004W_mRNA	YHL006C_mRNA	YOR323C_mRNA
YLR423C_mRNA	YER122C_mRNA	YOR271C_mRNA	YDR179C_mRNA
YNL098C_mRNA	YPL045W_mRNA	YGR209C_mRNA	YGL221C_mRNA
YAL005C_mRNA	YDL092W_mRNA	YKL137W_mRNA	YER150W_mRNA
YFR004W_mRNA	YHR128W_mRNA	YKR077W_mRNA	YAL001C_mRNA
YER122C_mRNA	YDR268W_mRNA	YFL054C_mRNA	YJL039C_mRNA
YPL045W_mRNA	YPR127W_mRNA	YER072W_mRNA	YOL082W_mRNA
YDL092W_mRNA	YBR249C_mRNA	YLR315W_mRNA	YGR002C_mRNA
YHR128W_mRNA	YBL074C_mRNA	YFL034W_mRNA	YGR206W_mRNA
YDR268W_mRNA	YLR386W_mRNA	YLR423C_mRNA	YHL006C_mRNA
YPR127W_mRNA	YBL055C_mRNA	YNL098C_mRNA	YOR271C_mRNA
YBR249C_mRNA	YKL062W_mRNA	YAL005C_mRNA	YGR209C_mRNA
YBL074C_mRNA	YLR298C_mRNA	YFR004W_mRNA	YKL137W_mRNA
YLR386W_mRNA	YGR179C_mRNA	YER122C_mRNA	YKR077W_mRNA
YBL055C_mRNA	YDL069C_mRNA	YPL045W_mRNA	YFL054C_mRNA
YKL062W_mRNA	YPL153C_mRNA	YPL054W_mRNA	YER072W_mRNA
YLR298C_mRNA	YPL018W_mRNA	YHR128W_mRNA	YLR315W_mRNA
YGR179C_mRNA	YCR094W_mRNA	YDL092W_mRNA	YFL034W_mRNA
YDL069C_mRNA	YML018C_mRNA	YDR268W_mRNA	YLR423C_mRNA
YPL153C_mRNA	YER178W_mRNA	YPR127W_mRNA	YNL098C_mRNA
YPL018W_mRNA	YNL153C_mRNA	YBR249C_mRNA	YAL005C_mRNA
YCR094W_mRNA	YOR184W_mRNA	YBL074C_mRNA	YFR004W_mRNA
YML018C_mRNA	YGL142C_mRNA	YLR386W_mRNA	YER122C_mRNA
YER178W_mRNA	YJL127C_mRNA	YBL055C_mRNA	YPL045W_mRNA
YNL153C_mRNA	YOL158C_mRNA	YKL062W_mRNA	YDL092W_mRNA
YOR184W_mRNA	YKL117W_mRNA	YLR298C_mRNA	YHR128W_mRNA
YGL142C_mRNA	YIR003W_mRNA	YGR179C_mRNA	YDR268W_mRNA
YJL127C_mRNA	YBL081W_mRNA	YDL069C_mRNA	YPR127W_mRNA
YOL158C_mRNA	YHR191C_mRNA	YOR030W_mRNA	YBR249C_mRNA
YKL117W_mRNA	YER139C_mRNA	YLR142W_mRNA	YBL074C_mRNA
YIR003W_mRNA	YFR030W_mRNA	YPL018W_mRNA	YLR386W_mRNA
YBL081W_mRNA	YOR016C_mRNA	YCR094W_mRNA	YBL055C_mRNA
YHR191C_mRNA	YJL087C_mRNA	YML018C_mRNA	YKL062W_mRNA
YER139C_mRNA	YMR200W_mRNA	YER178W_mRNA	YLR298C_mRNA
YFR030W_mRNA	YGR106C_mRNA	YNL153C_mRNA	YGR179C_mRNA
YOR016C_mRNA	YHL011C_mRNA	YOR184W_mRNA	YDL069C_mRNA
YJL087C_mRNA	YKL180W_mRNA	YGL142C_mRNA	YOR030W_mRNA
YMR200W_mRNA	YGR014W_mRNA	YJL127C_mRNA	YPL153C_mRNA
YGR106C_mRNA	YML031W_mRNA	YOL158C_mRNA	YLR142W_mRNA
YHL011C_mRNA	YML060W_mRNA	YKL117W_mRNA	YPL018W_mRNA
YKL180W_mRNA	YBR161W_mRNA	YIR003W_mRNA	YCR094W_mRNA
YGR014W_mRNA	YMR062C_mRNA	YBL081W_mRNA	YML018C_mRNA
YML031W_mRNA	YBR013C_mRNA	YHR191C_mRNA	YER178W_mRNA
YML060W_mRNA	YER037W_mRNA	YER139C_mRNA	YNL153C_mRNA
YBR161W_mRNA	YOR353C_mRNA	YOR016C_mRNA	YOR184W_mRNA
YMR062C_mRNA	YGR012W_mRNA	YJL087C_mRNA	YGL142C_mRNA
YBR013C_mRNA	YLR309C_mRNA	YMR200W_mRNA	YJL127C_mRNA
YER037W_mRNA	YER012W_mRNA	YGR106C_mRNA	YOL158C_mRNA
YOR353C_mRNA	YOR195W_mRNA	YHL011C_mRNA	YKL117W_mRNA
YGR012W_mRNA	YOL051W_mRNA	YKL180W_mRNA	YIR003W_mRNA
YLR309C_mRNA	YLR036C_mRNA	YGR014W_mRNA	YBL081W_mRNA
YER012W_mRNA	YOR026W_mRNA	YML031W_mRNA	YHR191C_mRNA
YOR195W_mRNA	YBR074W_mRNA	YBR161W_mRNA	YER139C_mRNA
YOL051W_mRNA	YJL163C_mRNA	YMR062C_mRNA	YFR030W_mRNA
YLR036C_mRNA	YJL190C_mRNA	YBR013C_mRNA	YOR016C_mRNA
YOR026W_mRNA	YHL028W_mRNA	YER037W_mRNA	YJL087C_mRNA
YBR074W_mRNA	YDR267C_mRNA	YOR353C_mRNA	YMR200W_mRNA
YJL163C_mRNA	YFR031C-A_mRNA	YGR012W_mRNA	YGR106C_mRNA
YJL190C_mRNA	YLR102C_mRNA	YLR309C_mRNA	YHL011C_mRNA
YHL028W_mRNA	YMR223W_mRNA	YER012W_mRNA	YKL180W_mRNA
YDR267C_mRNA	YDR173C_mRNA	YOR195W_mRNA	YGR014W_mRNA
YFR031C-A_mRNA	YIR030C_mRNA	YOL051W_mRNA	YML031W_mRNA
YLR102C_mRNA	YBR062C_mRNA	YLR036C_mRNA	YBR161W_mRNA
YMR223W_mRNA	YFL023W_mRNA	YJL163C_mRNA	YMR062C_mRNA
YDR173C_mRNA	YER076C_mRNA	YBR074W_mRNA	YBR013C_mRNA
YIR030C_mRNA	YER165W_mRNA	YJL190C_mRNA	YER037W_mRNA
YBR062C_mRNA	YGL002W_mRNA	YBR062C_mRNA	YOR353C_mRNA
YFL023W_mRNA	YBR156C_mRNA	YDR267C_mRNA	YGR012W_mRNA
YER076C_mRNA	YPL231W_mRNA	YFR031C-A_mRNA	YLR309C_mRNA
YER165W_mRNA	YDR435C_mRNA	YLR102C_mRNA	YER012W_mRNA
YGL002W_mRNA	YKL056C_mRNA	YMR223W_mRNA	YOR195W_mRNA
YBR156C_mRNA	YPL213W_mRNA	YDR173C_mRNA	YOL051W_mRNA
YPL231W_mRNA	YDR150W_mRNA	YIR030C_mRNA	YLR036C_mRNA
YDR435C_mRNA	YLR437C_mRNA	YFL023W_mRNA	YOR026W_mRNA
YKL056C_mRNA	YLR078C_mRNA	YER165W_mRNA	YBR074W_mRNA
YPL213W_mRNA	YJR045C_mRNA	YGL002W_mRNA	YJL163C_mRNA
YDR150W_mRNA	YNL040W_mRNA	YBR156C_mRNA	YJL190C_mRNA
YLR437C_mRNA	YJL112W_mRNA	YPL231W_mRNA	YBR062C_mRNA
YLR078C_mRNA	YAL024C_mRNA	YDR435C_mRNA	YDR267C_mRNA
YJR045C_mRNA	YGR286C_mRNA	YKR053C_mRNA	YFR031C-A_mRNA
YNL040W_mRNA	YDR309C_mRNA	YKL056C_mRNA	YLR102C_mRNA
YJL112W_mRNA	YLR200W_mRNA	YPL213W_mRNA	YMR223W_mRNA
YAL024C_mRNA	YKL049C_mRNA	YDR150W_mRNA	YDR173C_mRNA
YGR286C_mRNA	YGR222W_mRNA	YLR437C_mRNA	YIR030C_mRNA
YDR309C_mRNA	YDR437W_mRNA	YLR078C_mRNA	YFL023W_mRNA
YLR200W_mRNA	YLR002C_mRNA	YJR045C_mRNA	YER165W_mRNA
YKL049C_mRNA	YMR098C_mRNA	YJL112W_mRNA	YGL002W_mRNA
YGR222W_mRNA	YHR038W_mRNA	YAL024C_mRNA	YBR156C_mRNA
YDR437W_mRNA	YDR328C_mRNA	YGR286C_mRNA	YPL231W_mRNA
YLR002C_mRNA	YNL044W_mRNA	YDR309C_mRNA	YDR435C_mRNA
YMR098C_mRNA	YOL151W_mRNA	YLR200W_mRNA	YKL056C_mRNA
YHR038W_mRNA	YMR277W_mRNA	YKL049C_mRNA	YPL213W_mRNA
YDR328C_mRNA	YKL098W_mRNA	YGR222W_mRNA	YDR150W_mRNA
YNL044W_mRNA	YJL121C_mRNA	YDR437W_mRNA	YLR437C_mRNA
YOL151W_mRNA	YGR101W_mRNA	YLR002C_mRNA	YLR078C_mRNA
YMR277W_mRNA	YOR220W_mRNA	YMR098C_mRNA	YJR045C_mRNA
YKL098W_mRNA	YBL054W_mRNA	YHR038W_mRNA	YJL112W_mRNA
YJL121C_mRNA	YOR116C_mRNA	YDR328C_mRNA	YAL024C_mRNA
YGR101W_mRNA	YPL145C_mRNA	YNL044W_mRNA	YGR286C_mRNA
YOR220W_mRNA	YIL087C_mRNA	YOL151W_mRNA	YDR309C_mRNA
YBL054W_mRNA	YPL115C_mRNA	YMR277W_mRNA	YLR200W_mRNA
YOR116C_mRNA	YOL102C_mRNA	YKL098W_mRNA	YKL049C_mRNA
YPL145C_mRNA	YGL127C_mRNA	YJL121C_mRNA	YGR222W_mRNA
YIL087C_mRNA	YKL214C_mRNA	YGR101W_mRNA	YDR437W_mRNA
YEL025C_mRNA	YDL057W_mRNA	YOR220W_mRNA	YLR002C_mRNA
YPL115C_mRNA	YJR041C_mRNA	YBL054W_mRNA	YMR098C_mRNA
YOL102C_mRNA	YNL284C_mRNA	YOR116C_mRNA	YHR038W_mRNA
YGL127C_mRNA	YJL156C_mRNA	YPL145C_mRNA	YDR328C_mRNA
YKL214C_mRNA	YDL142C_mRNA	YIL087C_mRNA	YNL044W_mRNA
YDL057W_mRNA	YLR314C_mRNA	YPL115C_mRNA	YOL151W_mRNA
YJR041C_mRNA	YCR057C_mRNA	YOL102C_mRNA	YMR277W_mRNA
YNL284C_mRNA	YEL056W_mRNA	YGL127C_mRNA	YKL098W_mRNA
YJL156C_mRNA	YMR136W_mRNA	YKL214C_mRNA	YJL121C_mRNA
YDL142C_mRNA	YGL189C_mRNA	YDL057W_mRNA	YGR101W_mRNA
YLR314C_mRNA	YCR009C_mRNA	YJR041C_mRNA	YOR220W_mRNA
YCR057C_mRNA	YIL065C_mRNA	YNL284C_mRNA	YBL054W_mRNA
YEL056W_mRNA	YGL038C_mRNA	YJL156C_mRNA	YOR116C_mRNA
YMR136W_mRNA	YDR207C_mRNA	YDL142C_mRNA	YPL145C_mRNA
YGL189C_mRNA	YBL047C_mRNA	YLR314C_mRNA	YIL087C_mRNA
YCR009C_mRNA	YNL193W_mRNA	YCR057C_mRNA	YEL025C_mRNA
YIL065C_mRNA	YMR299C_mRNA	YEL056W_mRNA	YPL115C_mRNA
YGL038C_mRNA	YOL042W_mRNA	YMR136W_mRNA	YOL102C_mRNA
YDR207C_mRNA	YDR154C_mRNA	YGL189C_mRNA	YGL127C_mRNA
YBL047C_mRNA	YDR464W_mRNA	YCR009C_mRNA	YKL214C_mRNA
YNL193W_mRNA	YLR438W_mRNA	YIL065C_mRNA	YDL057W_mRNA
YMR299C_mRNA	YLR222C_mRNA	YGL038C_mRNA	YJR041C_mRNA
YOL042W_mRNA	YDR497C_mRNA	YDR207C_mRNA	YNL284C_mRNA
YDR154C_mRNA	YDL102W_mRNA	YBL047C_mRNA	YJL156C_mRNA
YDR464W_mRNA	YDL141W_mRNA	YNL193W_mRNA	YDL142C_mRNA
YLR438W_mRNA	YMR235C_mRNA	YMR299C_mRNA	YLR314C_mRNA
YLR222C_mRNA	YEL061C_mRNA	YOL042W_mRNA	YCR057C_mRNA
YDR497C_mRNA	YPL241C_mRNA	YDR154C_mRNA	YEL056W_mRNA
YDL102W_mRNA	YPL019C_mRNA	YDR464W_mRNA	YMR136W_mRNA
YDL141W_mRNA	YIL071C_mRNA	YLR438W_mRNA	YGL189C_mRNA
YMR235C_mRNA	YMR310C_mRNA	YLR222C_mRNA	YCR009C_mRNA
YEL061C_mRNA	YKL040C_mRNA	YDR497C_mRNA	YIL065C_mRNA
YPL241C_mRNA	YBR261C_mRNA	YNL234W_mRNA	YGL038C_mRNA
YPL019C_mRNA	YHR131C_mRNA	YDL141W_mRNA	YDR207C_mRNA
YIL071C_mRNA	YGL125W_mRNA	YDL102W_mRNA	YBL047C_mRNA
YMR310C_mRNA	YGR285C_mRNA	YMR235C_mRNA	YNL193W_mRNA
YKL040C_mRNA	YJR044C_mRNA	YEL061C_mRNA	YMR299C_mRNA
YBR261C_mRNA	YPL274W_mRNA	YPL019C_mRNA	YOL042W_mRNA
YHR131C_mRNA	YBR129C_mRNA	YIL071C_mRNA	YDR154C_mRNA
YGL125W_mRNA	YKL028W_mRNA	YMR310C_mRNA	YDR464W_mRNA
YGR285C_mRNA	YPL039W_mRNA	YKL040C_mRNA	YLR438W_mRNA
YJR044C_mRNA	YIL088C_mRNA	YBR261C_mRNA	YLR222C_mRNA
YPL274W_mRNA	YOR004W_mRNA	YHR131C_mRNA	YDR497C_mRNA
YBR129C_mRNA	YAL042W_mRNA	YGL125W_mRNA	YNL234W_mRNA
YKL028W_mRNA	YOL038W_mRNA	YGR285C_mRNA	YDL141W_mRNA
YPL039W_mRNA	YDR115W_mRNA	YJR044C_mRNA	YDL102W_mRNA
YIL088C_mRNA	YNL248C_mRNA	YPL274W_mRNA	YMR235C_mRNA
YOR004W_mRNA	YKR094C_mRNA	YBR129C_mRNA	YEL061C_mRNA
YAL042W_mRNA	YCL035C_mRNA	YKL028W_mRNA	YPL241C_mRNA
YOL038W_mRNA	YNR029C_mRNA	YPL039W_mRNA	YPL019C_mRNA
YDR115W_mRNA	YLR239C_mRNA	YIL088C_mRNA	YIL071C_mRNA
YNL248C_mRNA	YDR161W_mRNA	YOR004W_mRNA	YMR310C_mRNA
YKR094C_mRNA	YML115C_mRNA	YAL042W_mRNA	YKL040C_mRNA
YCL035C_mRNA	YER061C_mRNA	YOL038W_mRNA	YBR261C_mRNA
YNR029C_mRNA	YLR360W_mRNA	YDR115W_mRNA	YHR131C_mRNA
YLR239C_mRNA	YBR286W_mRNA	YNL248C_mRNA	YGL125W_mRNA
YPR084W_mRNA	YOR144C_mRNA	YKR094C_mRNA	YGR285C_mRNA
YDR161W_mRNA	YGR159C_mRNA	YCL035C_mRNA	YJR044C_mRNA
YML115C_mRNA	YLR393W_mRNA	YNR029C_mRNA	YPL274W_mRNA
YER061C_mRNA	YHR049W_mRNA	YLR239C_mRNA	YBR129C_mRNA
YLR360W_mRNA	YHL033C_mRNA	YPR084W_mRNA	YKL028W_mRNA
YBR286W_mRNA	YJL117W_mRNA	YDR161W_mRNA	YPL039W_mRNA
YOR144C_mRNA	YDR301W_mRNA	YML115C_mRNA	YIL088C_mRNA
YGR159C_mRNA	YLR060W_mRNA	YER061C_mRNA	YOR004W_mRNA
YLR393W_mRNA	YOR110W_mRNA	YBR286W_mRNA	YAL042W_mRNA
YHR049W_mRNA	YLR242C_mRNA	YLR393W_mRNA	YOL038W_mRNA
YHL033C_mRNA	YAL026C_mRNA	YOR144C_mRNA	YDR115W_mRNA
YJL117W_mRNA	YAL009W_mRNA	YGR159C_mRNA	YNL248C_mRNA
YDR301W_mRNA	YDR473C_mRNA	YHR049W_mRNA	YKR094C_mRNA
YLR060W_mRNA	YPL020C_mRNA	YHL033C_mRNA	YCL035C_mRNA
YOR110W_mRNA	YDL091C_mRNA	YJL016W_mRNA	YNR029C_mRNA
YLR242C_mRNA	YML019W_mRNA	YJL117W_mRNA	YLR239C_mRNA
YAL026C_mRNA	YMR012W_mRNA	YDR301W_mRNA	YPR084W_mRNA
YAL009W_mRNA	YDL025C_mRNA	YLR060W_mRNA	YDR161W_mRNA
YDR473C_mRNA	YDR077W_mRNA	YOR110W_mRNA	YML115C_mRNA
YPL020C_mRNA	YLR067C_mRNA	YLR242C_mRNA	YER061C_mRNA
YDL091C_mRNA	YGL240W_mRNA	YAL026C_mRNA	YLR360W_mRNA
YML019W_mRNA	YNR051C_mRNA	YAL009W_mRNA	YBR286W_mRNA
YMR012W_mRNA	YEL027W_mRNA	YDR473C_mRNA	YOR144C_mRNA
YDL025C_mRNA	YIL019W_mRNA	YPL020C_mRNA	YGR159C_mRNA
YDR077W_mRNA	YMR016C_mRNA	YDL091C_mRNA	YLR393W_mRNA
YLR067C_mRNA	YCL016C_mRNA	YML019W_mRNA	YHR049W_mRNA
YGL240W_mRNA	YMR179W_mRNA	YOR177C_mRNA	YHL033C_mRNA
YNR051C_mRNA	YDR282C_mRNA	YDL025C_mRNA	YJL016W_mRNA
YEL027W_mRNA	YOR069W_mRNA	YMR012W_mRNA	YJL117W_mRNA
YIL019W_mRNA	YDR381C-A_mRNA	YLR067C_mRNA	YDR301W_mRNA
YLR070C_mRNA	YBL023C_mRNA	YGL240W_mRNA	YLR060W_mRNA
YMR016C_mRNA	YHR042W_mRNA	YNR051C_mRNA	YOR110W_mRNA
YCL016C_mRNA	YNL249C_mRNA	YEL027W_mRNA	YLR242C_mRNA
YMR179W_mRNA	YMR102C_mRNA	YIL019W_mRNA	YAL026C_mRNA
YDR282C_mRNA	YBR152W_mRNA	YDR077W_mRNA	YAL009W_mRNA
YOR069W_mRNA	YLL034C_mRNA	YMR016C_mRNA	YDR473C_mRNA
YDR381C-A_mRNA	YGL210W_mRNA	YCL016C_mRNA	YPL020C_mRNA
YBL023C_mRNA	YNL099C_mRNA	YDR282C_mRNA	YDL091C_mRNA
YHR042W_mRNA	YLR129W_mRNA	YOR069W_mRNA	YML019W_mRNA
YNL249C_mRNA	YGL159W_mRNA	YDR381C-A_mRNA	YMR012W_mRNA
YMR102C_mRNA	YIL114C_mRNA	YBL023C_mRNA	YDL025C_mRNA
YBR152W_mRNA	YCL025C_mRNA	YHR042W_mRNA	YDR077W_mRNA
YLL034C_mRNA	YDR495C_mRNA	YNL249C_mRNA	YGL240W_mRNA
YGL210W_mRNA	YLR292C_mRNA	YMR102C_mRNA	YNR051C_mRNA
YNL099C_mRNA	YIL069C_mRNA	YBR152W_mRNA	YEL027W_mRNA
YLR129W_mRNA	YNL219C_mRNA	YLL034C_mRNA	YIL019W_mRNA
YGL159W_mRNA	YDR031W_mRNA	YGL210W_mRNA	YMR016C_mRNA
YIL114C_mRNA	YDR346C_mRNA	YNL099C_mRNA	YCL016C_mRNA
YCL025C_mRNA	YML032C_mRNA	YLR129W_mRNA	YDR282C_mRNA
YDR495C_mRNA	YPL077C_mRNA	YGL159W_mRNA	YOR069W_mRNA
YLR292C_mRNA	YIL126W_mRNA	YIL114C_mRNA	YDR381C-A_mRNA
YIL069C_mRNA	YKL119C_mRNA	YCL025C_mRNA	YBL023C_mRNA
YNL219C_mRNA	YNL325C_mRNA	YDR495C_mRNA	YHR042W_mRNA
YDR031W_mRNA	YNL047C_mRNA	YLR292C_mRNA	YLL034C_mRNA
YDR346C_mRNA	YER067W_mRNA	YIL069C_mRNA	YMR102C_mRNA
YML032C_mRNA	YBR031W_mRNA	YNL219C_mRNA	YBR152W_mRNA
YPL077C_mRNA	YER049W_mRNA	YDR031W_mRNA	YGL210W_mRNA
YIL126W_mRNA	YDR043C_mRNA	YDR346C_mRNA	YDR495C_mRNA
YKL119C_mRNA	YMR239C_mRNA	YML032C_mRNA	YNL099C_mRNA
YNL325C_mRNA	YOL017W_mRNA	YPL077C_mRNA	YLR129W_mRNA
YNL047C_mRNA	YDL003W_mRNA	YIL126W_mRNA	YGL159W_mRNA
YER067W_mRNA	YOL096C_mRNA	YKL119C_mRNA	YIL114C_mRNA
YBR031W_mRNA	YLR117C_mRNA	YNL325C_mRNA	YCL025C_mRNA
YER049W_mRNA	YLR052W_mRNA	YNL047C_mRNA	YLR292C_mRNA
YDR043C_mRNA	YOR036W_mRNA	YER067W_mRNA	YIL069C_mRNA
YMR239C_mRNA	YML037C_mRNA	YBR031W_mRNA	YNL219C_mRNA
YOL017W_mRNA	YGR239C_mRNA	YER049W_mRNA	YDR031W_mRNA
YDL003W_mRNA	YBL020W_mRNA	YDR043C_mRNA	YDR346C_mRNA
YOL096C_mRNA	YFL013C_mRNA	YMR239C_mRNA	YML032C_mRNA
YLR117C_mRNA	YCL028W_mRNA	YOL096C_mRNA	YPL077C_mRNA
YLR052W_mRNA	YPL133C_mRNA	YLR117C_mRNA	YIL126W_mRNA
YOR036W_mRNA	YLR345W_mRNA	YLR052W_mRNA	YKL119C_mRNA
YML037C_mRNA	YOR253W_mRNA	YOR036W_mRNA	YNL325C_mRNA
YGR239C_mRNA	YJR102C_mRNA	YML037C_mRNA	YNL047C_mRNA
