si-Ctrl-1	si-Ctrl-2	si-eIF5A-1	si-eIF5A-2
YBR044C_mRNA	YGL247W_mRNA	YLR250W_mRNA	YER144C_mRNA
YDR383C_mRNA	YBR044C_mRNA	YEL001C_mRNA	YBR036C_mRNA
YBR120C_mRNA	YDR383C_mRNA	YFL022C_mRNA	YBR192W_mRNA
YNL244C_mRNA	YBR120C_mRNA	YBR092C_mRNA	YLR250W_mRNA
YMR149W_mRNA	YNL244C_mRNA	YGL043W_mRNA	YEL001C_mRNA
YCL040W_mRNA	YMR149W_mRNA	YGL247W_mRNA	YFL022C_mRNA
YGR274C_mRNA	YCL040W_mRNA	YBR044C_mRNA	YBR092C_mRNA
YER058W_mRNA	YGR274C_mRNA	YDR383C_mRNA	YGL043W_mRNA
YGR078C_mRNA	YER058W_mRNA	YBR120C_mRNA	YGL247W_mRNA
YLR040C_mRNA	YGR078C_mRNA	YNL244C_mRNA	YBR044C_mRNA
YDR478W_mRNA	YLR040C_mRNA	YMR149W_mRNA	YDR383C_mRNA
YDR147W_mRNA	YDR478W_mRNA	YCL040W_mRNA	YBR120C_mRNA
YLR065C_mRNA	YDR147W_mRNA	YGR274C_mRNA	YNL244C_mRNA
YDR486C_mRNA	YLR065C_mRNA	YER058W_mRNA	YMR149W_mRNA
YIL011W_mRNA	YDR486C_mRNA	YGR078C_mRNA	YCL040W_mRNA
YKR082W_mRNA	YIL011W_mRNA	YLR040C_mRNA	YGR274C_mRNA
YIR002C_mRNA	YKR082W_mRNA	YPL222W_mRNA	YER058W_mRNA
YNL130C_mRNA	YIR002C_mRNA	YDR478W_mRNA	YGR078C_mRNA
YMR238W_mRNA	YNL130C_mRNA	YDR147W_mRNA	YLR040C_mRNA
YDR363W_mRNA	YMR238W_mRNA	YLR065C_mRNA	YPL222W_mRNA
YGL107C_mRNA	YDR363W_mRNA	YDR486C_mRNA	YDR478W_mRNA
YLL011W_mRNA	YGL107C_mRNA	YKR082W_mRNA	YDR147W_mRNA
YML020W_mRNA	YLL011W_mRNA	YIR002C_mRNA	YLR065C_mRNA
YHR072W_mRNA	YML020W_mRNA	YNL130C_mRNA	YDR486C_mRNA
YLR257W_mRNA	YHR072W_mRNA	YMR238W_mRNA	YKR082W_mRNA
YLR210W_mRNA	YLR257W_mRNA	YDR363W_mRNA	YIR002C_mRNA
YDR198C_mRNA	YLR210W_mRNA	YGL107C_mRNA	YNL130C_mRNA
YDR099W_mRNA	YDR198C_mRNA	YJL095W_mRNA	YMR238W_mRNA
YOR198C_mRNA	YDR099W_mRNA	YLL011W_mRNA	YDR363W_mRNA
YBR207W_mRNA	YHR171W_mRNA	YML020W_mRNA	YGL107C_mRNA
YPR118W_mRNA	YBR207W_mRNA	YHR072W_mRNA	YLL011W_mRNA
YNL036W_mRNA	YOR198C_mRNA	YLR257W_mRNA	YML020W_mRNA
YHL009C_mRNA	YNL036W_mRNA	YLR210W_mRNA	YHR072W_mRNA
YOL089C_mRNA	YHL009C_mRNA	YDR198C_mRNA	YLR257W_mRNA
YNL268W_mRNA	YPR118W_mRNA	YDR099W_mRNA	YLR210W_mRNA
YJL117W_mRNA	YNL268W_mRNA	YHR171W_mRNA	YDR198C_mRNA
YDR294C_mRNA	YJL117W_mRNA	YBR207W_mRNA	YDR099W_mRNA
YMR171C_mRNA	YDR294C_mRNA	YOR198C_mRNA	YHR171W_mRNA
YGR047C_mRNA	YMR171C_mRNA	YNL036W_mRNA	YBR207W_mRNA
YOR184W_mRNA	YGR047C_mRNA	YHL009C_mRNA	YOR198C_mRNA
YIL018W_mRNA	YOR184W_mRNA	YPR118W_mRNA	YNL036W_mRNA
YDR369C_mRNA	YIL018W_mRNA	YNL268W_mRNA	YHL009C_mRNA
YGR090W_mRNA	YDR369C_mRNA	YJL117W_mRNA	YPR118W_mRNA
YOR125C_mRNA	YGR090W_mRNA	YDR294C_mRNA	YNL268W_mRNA
YML114C_mRNA	YOR125C_mRNA	YMR171C_mRNA	YJL117W_mRNA
YKL209C_mRNA	YML114C_mRNA	YGR047C_mRNA	YDR294C_mRNA
YPR165W_mRNA	YKL209C_mRNA	YOR184W_mRNA	YMR171C_mRNA
YER100W_mRNA	YPR165W_mRNA	YIL018W_mRNA	YGR047C_mRNA
YDR170C_mRNA	YER100W_mRNA	YDR369C_mRNA	YOR184W_mRNA
YBR260C_mRNA	YDR170C_mRNA	YGR090W_mRNA	YIL018W_mRNA
YMR204C_mRNA	YBR260C_mRNA	YOR125C_mRNA	YDR369C_mRNA
YOR083W_mRNA	YMR204C_mRNA	YML114C_mRNA	YGR090W_mRNA
YGR284C_mRNA	YOR083W_mRNA	YKL209C_mRNA	YOR125C_mRNA
YMR136W_mRNA	YGR284C_mRNA	YPR165W_mRNA	YML114C_mRNA
YNL302C_mRNA	YMR136W_mRNA	YER100W_mRNA	YKL209C_mRNA
YGR017W_mRNA	YNL302C_mRNA	YDR170C_mRNA	YPR165W_mRNA
YNL138W_mRNA	YGR017W_mRNA	YBR260C_mRNA	YER100W_mRNA
YGL067W_mRNA	YNL138W_mRNA	YMR204C_mRNA	YDR170C_mRNA
YEL007W_mRNA	YGL067W_mRNA	YOR083W_mRNA	YBR260C_mRNA
YPR049C_mRNA	YEL007W_mRNA	YGR284C_mRNA	YMR204C_mRNA
YDR541C_mRNA	YPR049C_mRNA	YMR136W_mRNA	YOR083W_mRNA
YGL195W_mRNA	YDR541C_mRNA	YNL302C_mRNA	YGR284C_mRNA
YEL058W_mRNA	YGL195W_mRNA	YGR017W_mRNA	YMR136W_mRNA
YPR186C_mRNA	YEL058W_mRNA	YNL138W_mRNA	YNL302C_mRNA
YOL066C_mRNA	YPR186C_mRNA	YGL067W_mRNA	YGR017W_mRNA
YDR516C_mRNA	YOL066C_mRNA	YEL007W_mRNA	YNL138W_mRNA
YKL193C_mRNA	YDR516C_mRNA	YJR138W_mRNA	YGL067W_mRNA
YGL002W_mRNA	YKL193C_mRNA	YDR541C_mRNA	YEL007W_mRNA
YGR158C_mRNA	YGL002W_mRNA	YPR049C_mRNA	YJR138W_mRNA
YLR231C_mRNA	YGR158C_mRNA	YGL195W_mRNA	YPR049C_mRNA
YBR108W_mRNA	YLR231C_mRNA	YPL005W_mRNA	YPL005W_mRNA
YPR084W_mRNA	YBR108W_mRNA	YEL058W_mRNA	YGL195W_mRNA
YHR129C_mRNA	YHR129C_mRNA	YPR186C_mRNA	YEL058W_mRNA
YOR070C_mRNA	YOR070C_mRNA	YOL066C_mRNA	YPR186C_mRNA
YGR102C_mRNA	YGR102C_mRNA	YDR516C_mRNA	YOL066C_mRNA
YNL316C_mRNA	YNL316C_mRNA	YKL193C_mRNA	YDR516C_mRNA
YPL061W_mRNA	YPL061W_mRNA	YGL002W_mRNA	YKL193C_mRNA
YEL056W_mRNA	YEL056W_mRNA	YGR158C_mRNA	YGL002W_mRNA
YGR246C_mRNA	YGR246C_mRNA	YLR231C_mRNA	YGR158C_mRNA
YBR021W_mRNA	YBR021W_mRNA	YBR108W_mRNA	YLR231C_mRNA
YOR094W_mRNA	YOR094W_mRNA	YPR084W_mRNA	YBR108W_mRNA
YLR017W_mRNA	YLR017W_mRNA	YHR129C_mRNA	YPR084W_mRNA
YER027C_mRNA	YER027C_mRNA	YOR070C_mRNA	YHR129C_mRNA
YBR227C_mRNA	YBR227C_mRNA	YGR102C_mRNA	YOR070C_mRNA
YJL144W_mRNA	YJL144W_mRNA	YNL316C_mRNA	YGR102C_mRNA
YBL083C_mRNA	YBL083C_mRNA	YPL061W_mRNA	YNL316C_mRNA
YPL097W_mRNA	YPL097W_mRNA	YEL056W_mRNA	YPL061W_mRNA
YJR048W_mRNA	YJR048W_mRNA	YGR246C_mRNA	YEL056W_mRNA
YCR024C_mRNA	YCR024C_mRNA	YOR094W_mRNA	YGR246C_mRNA
YBR030W_mRNA	YBR030W_mRNA	YLR017W_mRNA	YOR094W_mRNA
YDR433W_mRNA	YDR433W_mRNA	YER027C_mRNA	YLR017W_mRNA
YNL273W_mRNA	YNL273W_mRNA	YBR227C_mRNA	YER027C_mRNA
YLR390W-A_mRNA	YLR390W-A_mRNA	YJL144W_mRNA	YBR227C_mRNA
YHR010W_mRNA	YHR010W_mRNA	YBL083C_mRNA	YJL144W_mRNA
YER163C_mRNA	YER163C_mRNA	YPL097W_mRNA	YBL083C_mRNA
YIL094C_mRNA	YIL094C_mRNA	YJR048W_mRNA	YPL097W_mRNA
YML016C_mRNA	YML016C_mRNA	YCR024C_mRNA	YJR048W_mRNA
YBR267W_mRNA	YBR267W_mRNA	YBR030W_mRNA	YCR024C_mRNA
YOL128C_mRNA	YOL128C_mRNA	YDR433W_mRNA	YBR030W_mRNA
YKR042W_mRNA	YKR042W_mRNA	YLR390W-A_mRNA	YDR433W_mRNA
YLR281C_mRNA	YLR281C_mRNA	YHR010W_mRNA	YLR390W-A_mRNA
YOR108W_mRNA	YOR108W_mRNA	YER163C_mRNA	YHR010W_mRNA
YNL002C_mRNA	YNL002C_mRNA	YIL094C_mRNA	YER163C_mRNA
YIR030C_mRNA	YIR030C_mRNA	YML016C_mRNA	YIL094C_mRNA
YNR020C_mRNA	YNR020C_mRNA	YBR267W_mRNA	YML016C_mRNA
YDR299W_mRNA	YDR299W_mRNA	YNL179C_mRNA	YBR267W_mRNA
YJR135C_mRNA	YJR135C_mRNA	YKR042W_mRNA	YNL179C_mRNA
YML128C_mRNA	YML128C_mRNA	YOL128C_mRNA	YKR042W_mRNA
YPL169C_mRNA	YPL169C_mRNA	YLR281C_mRNA	YOL128C_mRNA
YPL013C_mRNA	YPL013C_mRNA	YOR108W_mRNA	YLR281C_mRNA
YJR093C_mRNA	YJR093C_mRNA	YNL002C_mRNA	YOR108W_mRNA
YEL051W_mRNA	YEL051W_mRNA	YIR030C_mRNA	YNL002C_mRNA
YPL255W_mRNA	YPL255W_mRNA	YNR020C_mRNA	YIR030C_mRNA
YJR147W_mRNA	YJR147W_mRNA	YDR299W_mRNA	YNR020C_mRNA
YGL093W_mRNA	YGL093W_mRNA	YJR135C_mRNA	YDR299W_mRNA
YNL246W_mRNA	YNL246W_mRNA	YML128C_mRNA	YJR135C_mRNA
YLR300W_mRNA	YLR300W_mRNA	YPL169C_mRNA	YML128C_mRNA
YMR310C_mRNA	YMR310C_mRNA	YPL013C_mRNA	YPL169C_mRNA
YKR017C_mRNA	YKR017C_mRNA	YJR093C_mRNA	YPL013C_mRNA
YHR116W_mRNA	YHR116W_mRNA	YEL051W_mRNA	YJR093C_mRNA
YMR009W_mRNA	YMR009W_mRNA	YGL093W_mRNA	YEL051W_mRNA
YLR163C_mRNA	YLR163C_mRNA	YNL246W_mRNA	YGL093W_mRNA
YLR029C_mRNA	YLR029C_mRNA	YLR300W_mRNA	YNL246W_mRNA
YNL218W_mRNA	YNL218W_mRNA	YMR310C_mRNA	YLR300W_mRNA
YPL202C_mRNA	YPL202C_mRNA	YKR017C_mRNA	YMR310C_mRNA
YLL023C_mRNA	YLL023C_mRNA	YHR116W_mRNA	YKR017C_mRNA
YEL002C_mRNA	YEL002C_mRNA	YMR009W_mRNA	YHR116W_mRNA
YPR163C_mRNA	YPR163C_mRNA	YLR163C_mRNA	YMR009W_mRNA
YDR454C_mRNA	YDR454C_mRNA	YLR029C_mRNA	YLR163C_mRNA
YJR126C_mRNA	YJR126C_mRNA	YNL218W_mRNA	YLR029C_mRNA
YLR361C_mRNA	YLR361C_mRNA	YPL202C_mRNA	YNL218W_mRNA
YDR146C_mRNA	YDR146C_mRNA	YLL023C_mRNA	YPL202C_mRNA
YGL049C_mRNA	YGL049C_mRNA	YEL002C_mRNA	YLL023C_mRNA
YGL004C_mRNA	YGL004C_mRNA	YPR163C_mRNA	YEL002C_mRNA
YOR007C_mRNA	YOR007C_mRNA	YDR454C_mRNA	YPR163C_mRNA
YMR191W_mRNA	YMR191W_mRNA	YJR126C_mRNA	YDR454C_mRNA
YDR052C_mRNA	YDR052C_mRNA	YLR361C_mRNA	YJR126C_mRNA
YJL185C_mRNA	YJL185C_mRNA	YDR146C_mRNA	YLR361C_mRNA
YER093C-A_mRNA	YER093C-A_mRNA	YGL049C_mRNA	YDR146C_mRNA
YOR287C_mRNA	YOR287C_mRNA	YGL004C_mRNA	YGL049C_mRNA
YEL068C_mRNA	YEL068C_mRNA	YOR007C_mRNA	YGL004C_mRNA
YKR023W_mRNA	YKR023W_mRNA	YMR191W_mRNA	YOR007C_mRNA
YNL096C_mRNA	YNL096C_mRNA	YDR052C_mRNA	YMR191W_mRNA
YDR377W_mRNA	YDR377W_mRNA	YJL185C_mRNA	YDR052C_mRNA
YOR250C_mRNA	YOR250C_mRNA	YER093C-A_mRNA	YJL185C_mRNA
YIL098C_mRNA	YIL098C_mRNA	YAL034C_mRNA	YER093C-A_mRNA
YLR083C_mRNA	YLR083C_mRNA	YEL068C_mRNA	YAL034C_mRNA
YJR144W_mRNA	YJR144W_mRNA	YOR287C_mRNA	YEL068C_mRNA
YGR179C_mRNA	YGR179C_mRNA	YKR023W_mRNA	YOR287C_mRNA
YLR340W_mRNA	YLR340W_mRNA	YNL096C_mRNA	YKR023W_mRNA
YEL026W_mRNA	YEL026W_mRNA	YDR377W_mRNA	YNL096C_mRNA
YLR389C_mRNA	YLR389C_mRNA	YOR250C_mRNA	YDR377W_mRNA
YNL052W_mRNA	YNL052W_mRNA	YIL098C_mRNA	YOR250C_mRNA
YML059C_mRNA	YML059C_mRNA	YLR083C_mRNA	YIL098C_mRNA
YML110C_mRNA	YML110C_mRNA	YJR144W_mRNA	YLR083C_mRNA
YPL071C_mRNA	YPL071C_mRNA	YGR179C_mRNA	YJR144W_mRNA
YOR248W_mRNA	YOR248W_mRNA	YLR340W_mRNA	YGR179C_mRNA
YMR166C_mRNA	YMR166C_mRNA	YEL026W_mRNA	YLR340W_mRNA
YLR028C_mRNA	YLR028C_mRNA	YLR389C_mRNA	YEL026W_mRNA
YMR117C_mRNA	YMR117C_mRNA	YNL052W_mRNA	YLR389C_mRNA
YKL005C_mRNA	YKL005C_mRNA	YML059C_mRNA	YNL052W_mRNA
YOR355W_mRNA	YOR355W_mRNA	YML110C_mRNA	YML059C_mRNA
YIL125W_mRNA	YIL125W_mRNA	YPL071C_mRNA	YML110C_mRNA
YDL089W_mRNA	YDL089W_mRNA	YMR166C_mRNA	YPL071C_mRNA
YBL098W_mRNA	YBL098W_mRNA	YLR028C_mRNA	YOR248W_mRNA
YLR372W_mRNA	YLR372W_mRNA	YMR117C_mRNA	YMR166C_mRNA
YJR002W_mRNA	YJR002W_mRNA	YKL005C_mRNA	YLR028C_mRNA
YGR145W_mRNA	YGR145W_mRNA	YOR355W_mRNA	YMR117C_mRNA
YGR201C_mRNA	YGR201C_mRNA	YIL125W_mRNA	YKL005C_mRNA
YLR346C_mRNA	YGL228W_mRNA	YDL089W_mRNA	YOR355W_mRNA
YGL228W_mRNA	YMR307W_mRNA	YLR372W_mRNA	YIL125W_mRNA
YMR307W_mRNA	YNL062C_mRNA	YGR145W_mRNA	YDL089W_mRNA
YNL062C_mRNA	YJR041C_mRNA	YJR002W_mRNA	YLR372W_mRNA
YJR041C_mRNA	YGL197W_mRNA	YLR346C_mRNA	YGR145W_mRNA
YGL197W_mRNA	YML113W_mRNA	YGR201C_mRNA	YJR002W_mRNA
YML113W_mRNA	YMR014W_mRNA	YGL228W_mRNA	YLR346C_mRNA
YMR014W_mRNA	YEL004W_mRNA	YMR307W_mRNA	YGR201C_mRNA
YEL004W_mRNA	YJR129C_mRNA	YNL062C_mRNA	YGL228W_mRNA
YJR129C_mRNA	YML120C_mRNA	YJR041C_mRNA	YMR307W_mRNA
YML120C_mRNA	YGL178W_mRNA	YGL197W_mRNA	YNL062C_mRNA
YGL178W_mRNA	YLR061W_mRNA	YML113W_mRNA	YJR041C_mRNA
YLR061W_mRNA	YLR094C_mRNA	YMR014W_mRNA	YGL197W_mRNA
YLR094C_mRNA	YOR122C_mRNA	YEL004W_mRNA	YML113W_mRNA
YOR122C_mRNA	YGR257C_mRNA	YML120C_mRNA	YMR014W_mRNA
YGR257C_mRNA	YDR529C_mRNA	YGL178W_mRNA	YEL004W_mRNA
YDR529C_mRNA	YJR049C_mRNA	YLR061W_mRNA	YML120C_mRNA
YJR049C_mRNA	YDL195W_mRNA	YLR094C_mRNA	YGL178W_mRNA
YDL195W_mRNA	YNL118C_mRNA	YOR122C_mRNA	YLR061W_mRNA
YNL118C_mRNA	YDR184C_mRNA	YGR257C_mRNA	YLR094C_mRNA
YDR184C_mRNA	YLR006C_mRNA	YDR529C_mRNA	YOR122C_mRNA
YLR006C_mRNA	YGR146C_mRNA	YJR049C_mRNA	YGR257C_mRNA
YGR146C_mRNA	YKL046C_mRNA	YDL195W_mRNA	YDR529C_mRNA
YKL046C_mRNA	YPL215W_mRNA	YNL118C_mRNA	YJR049C_mRNA
YPL215W_mRNA	YBR187W_mRNA	YDR184C_mRNA	YDL195W_mRNA
YBR187W_mRNA	YDR435C_mRNA	YLR006C_mRNA	YNL118C_mRNA
YDR435C_mRNA	YNL304W_mRNA	YGR146C_mRNA	YDR184C_mRNA
YNL304W_mRNA	YLR440C_mRNA	YKL046C_mRNA	YLR006C_mRNA
YLR440C_mRNA	YNL283C_mRNA	YPL215W_mRNA	YGR146C_mRNA
YNL283C_mRNA	YIL087C_mRNA	YBR187W_mRNA	YKL046C_mRNA
YIL087C_mRNA	YLL052C_mRNA	YDR435C_mRNA	YPL215W_mRNA
YLL052C_mRNA	YNL101W_mRNA	YNL304W_mRNA	YBR187W_mRNA
YNL101W_mRNA	YBL074C_mRNA	YLR440C_mRNA	YDR435C_mRNA
YBL074C_mRNA	YDL029W_mRNA	YIL087C_mRNA	YNL304W_mRNA
YDL029W_mRNA	YEL019C_mRNA	YLL052C_mRNA	YLR440C_mRNA
YEL019C_mRNA	YPR148C_mRNA	YNL101W_mRNA	YNL283C_mRNA
YPR148C_mRNA	YDR236C_mRNA	YBL074C_mRNA	YIL087C_mRNA
YDR236C_mRNA	YHL001W_mRNA	YDL029W_mRNA	YNL101W_mRNA
YHL001W_mRNA	YOR346W_mRNA	YEL019C_mRNA	YBL074C_mRNA
YOR346W_mRNA	YMR230W_mRNA	YPR148C_mRNA	YDL029W_mRNA
YMR230W_mRNA	YHR108W_mRNA	YDR236C_mRNA	YEL019C_mRNA
YHR108W_mRNA	YDR025W_mRNA	YHL001W_mRNA	YPR148C_mRNA
YOL025W_mRNA	YLR350W_mRNA	YMR230W_mRNA	YDR236C_mRNA
YDR025W_mRNA	YLR166C_mRNA	YHR108W_mRNA	YHL001W_mRNA
YLR350W_mRNA	YBR164C_mRNA	YOL025W_mRNA	YMR230W_mRNA
YLR166C_mRNA	YBR107C_mRNA	YDR025W_mRNA	YHR108W_mRNA
YBR164C_mRNA	YGL206C_mRNA	YPL192C_mRNA	YOL025W_mRNA
YBR107C_mRNA	YPL116W_mRNA	YLR350W_mRNA	YDR025W_mRNA
YGL206C_mRNA	YOR285W_mRNA	YDR275W_mRNA	YLR350W_mRNA
YPL116W_mRNA	YNL209W_mRNA	YLR125W_mRNA	YDR275W_mRNA
YOR285W_mRNA	YPL156C_mRNA	YLR166C_mRNA	YLR125W_mRNA
YNL209W_mRNA	YKL116C_mRNA	YBR164C_mRNA	YLR166C_mRNA
YPL156C_mRNA	YBL016W_mRNA	YBR107C_mRNA	YBR164C_mRNA
YKL116C_mRNA	YGL061C_mRNA	YGL206C_mRNA	YBR107C_mRNA
YBL016W_mRNA	YJL060W_mRNA	YPL116W_mRNA	YGL206C_mRNA
YGL061C_mRNA	YLR119W_mRNA	YOR285W_mRNA	YPL116W_mRNA
YJL060W_mRNA	YJR148W_mRNA	YNL209W_mRNA	YOR285W_mRNA
YLR119W_mRNA	YCL047C_mRNA	YPL156C_mRNA	YNL209W_mRNA
YJR148W_mRNA	YER075C_mRNA	YKL116C_mRNA	YPL156C_mRNA
YCL047C_mRNA	YOR076C_mRNA	YBL016W_mRNA	YKL116C_mRNA
YER075C_mRNA	YDR354W_mRNA	YGL061C_mRNA	YBL016W_mRNA
YOR076C_mRNA	YNL155W_mRNA	YJL060W_mRNA	YGL061C_mRNA
YDR354W_mRNA	YPR144C_mRNA	YLR119W_mRNA	YJL060W_mRNA
YNL155W_mRNA	YJL054W_mRNA	YJR148W_mRNA	YLR119W_mRNA
YPR144C_mRNA	YKL151C_mRNA	YCL047C_mRNA	YJR148W_mRNA
YJL054W_mRNA	YLR244C_mRNA	YER075C_mRNA	YCL047C_mRNA
YKL151C_mRNA	YER006W_mRNA	YOR076C_mRNA	YER075C_mRNA
YLR244C_mRNA	YAL025C_mRNA	YDR354W_mRNA	YOR076C_mRNA
YER006W_mRNA	YHR112C_mRNA	YNL155W_mRNA	YDR354W_mRNA
YAL025C_mRNA	YJR100C_mRNA	YGL177W_mRNA	YNL155W_mRNA
YHR112C_mRNA	YPL141C_mRNA	YPR144C_mRNA	YPR144C_mRNA
YJR100C_mRNA	YJL074C_mRNA	YJL054W_mRNA	YJL054W_mRNA
YPL141C_mRNA	YDL173W_mRNA	YKL151C_mRNA	YKL151C_mRNA
YJL074C_mRNA	YGR010W_mRNA	YLR244C_mRNA	YLR244C_mRNA
YDL173W_mRNA	YPR178W_mRNA	YER006W_mRNA	YER006W_mRNA
YGR010W_mRNA	YGR128C_mRNA	YAL025C_mRNA	YAL025C_mRNA
YPR178W_mRNA	YMR265C_mRNA	YHR112C_mRNA	YHR112C_mRNA
YGR128C_mRNA	YEL043W_mRNA	YJR100C_mRNA	YJR100C_mRNA
YMR265C_mRNA	YNL263C_mRNA	YDL173W_mRNA	YPL141C_mRNA
YEL043W_mRNA	YJR019C_mRNA	YGR010W_mRNA	YJL074C_mRNA
YNL263C_mRNA	YOR382W_mRNA	YPR178W_mRNA	YDL173W_mRNA
YJR019C_mRNA	YKL105C_mRNA	YGR128C_mRNA	YGR010W_mRNA
YOR382W_mRNA	YLR272C_mRNA	YMR265C_mRNA	YPR178W_mRNA
YKL105C_mRNA	YPR034W_mRNA	YEL043W_mRNA	YGR128C_mRNA
YLR272C_mRNA	YOL108C_mRNA	YNL263C_mRNA	YMR265C_mRNA
YPR034W_mRNA	YNR046W_mRNA	YJR019C_mRNA	YEL043W_mRNA
YOL108C_mRNA	YDR458C_mRNA	YOR382W_mRNA	YNL263C_mRNA
YNR046W_mRNA	YGR130C_mRNA	YKL105C_mRNA	YJR019C_mRNA
YDR458C_mRNA	YMR067C_mRNA	YPR034W_mRNA	YOR382W_mRNA
YGR130C_mRNA	YNR043W_mRNA	YOL108C_mRNA	YKL105C_mRNA
YMR067C_mRNA	YOR312C_mRNA	YNR046W_mRNA	YLR272C_mRNA
YNR043W_mRNA	YPL001W_mRNA	YDR458C_mRNA	YPR034W_mRNA
YOR312C_mRNA	YGL208W_mRNA	YGR130C_mRNA	YOL108C_mRNA
YPL001W_mRNA	YIL158W_mRNA	YMR067C_mRNA	YNR046W_mRNA
YGL208W_mRNA	YKL001C_mRNA	YNR043W_mRNA	YDR458C_mRNA
YIL158W_mRNA	YKL129C_mRNA	YOR312C_mRNA	YGR130C_mRNA
YKL001C_mRNA	YBL025W_mRNA	YPL001W_mRNA	YMR067C_mRNA
YKL129C_mRNA	YDR300C_mRNA	YGL208W_mRNA	YNR043W_mRNA
YBL025W_mRNA	YPL208W_mRNA	YKL001C_mRNA	YOR312C_mRNA
YDR300C_mRNA	YGL215W_mRNA	YDR300C_mRNA	YPL001W_mRNA
YPL208W_mRNA	YER167W_mRNA	YKL129C_mRNA	YGL208W_mRNA
YGL215W_mRNA	YDL170W_mRNA	YBL025W_mRNA	YIL158W_mRNA
YER167W_mRNA	YDR249C_mRNA	YPL208W_mRNA	YKL001C_mRNA
YDL170W_mRNA	YDR351W_mRNA	YGL215W_mRNA	YKL129C_mRNA
YDR249C_mRNA	YNL326C_mRNA	YER167W_mRNA	YBL025W_mRNA
YDR351W_mRNA	YNL232W_mRNA	YDL170W_mRNA	YDR300C_mRNA
YNL326C_mRNA	YNL267W_mRNA	YDR249C_mRNA	YPL208W_mRNA
YNL232W_mRNA	YJL176C_mRNA	YDR351W_mRNA	YGL215W_mRNA
YNL267W_mRNA	YOL003C_mRNA	YNL326C_mRNA	YER167W_mRNA
YJL176C_mRNA	YPL016W_mRNA	YNL232W_mRNA	YDL170W_mRNA
YOL003C_mRNA	YER133W_mRNA	YNL267W_mRNA	YDR249C_mRNA
YPL016W_mRNA	YFL038C_mRNA	YJL176C_mRNA	YDR351W_mRNA
YER133W_mRNA	YLR242C_mRNA	YOL003C_mRNA	YNL326C_mRNA
YFL038C_mRNA	YLR405W_mRNA	YJR008W_mRNA	YNL232W_mRNA
YLR242C_mRNA	YIL157C_mRNA	YPL016W_mRNA	YNL267W_mRNA
YLR405W_mRNA	YPL128C_mRNA	YER133W_mRNA	YJL176C_mRNA
YIL157C_mRNA	YDR110W_mRNA	YFL038C_mRNA	YOL003C_mRNA
YPL128C_mRNA	YBR205W_mRNA	YLR242C_mRNA	YJR008W_mRNA
YDR110W_mRNA	YEL047C_mRNA	YLR405W_mRNA	YPL016W_mRNA
YBR205W_mRNA	YLR301W_mRNA	YIL157C_mRNA	YER133W_mRNA
YEL047C_mRNA	YGR106C_mRNA	YPL128C_mRNA	YFL038C_mRNA
YLR301W_mRNA	YER156C_mRNA	YDR110W_mRNA	YLR242C_mRNA
YOR129C_mRNA	YDR222W_mRNA	YBR205W_mRNA	YLR405W_mRNA
YGR106C_mRNA	YNL069C_mRNA	YEL047C_mRNA	YIL157C_mRNA
YER156C_mRNA	YNL134C_mRNA	YLR301W_mRNA	YPL128C_mRNA
YDR222W_mRNA	YMR266W_mRNA	YOR129C_mRNA	YDR110W_mRNA
YNL069C_mRNA	YKR055W_mRNA	YGR106C_mRNA	YBR205W_mRNA
YNL134C_mRNA	YMR180C_mRNA	YER156C_mRNA	YEL047C_mRNA
YMR266W_mRNA	YDL082W_mRNA	YDR222W_mRNA	YLR301W_mRNA
YKR055W_mRNA	YLR035C_mRNA	YNL069C_mRNA	YOR129C_mRNA
YMR180C_mRNA	YDR211W_mRNA	YNL134C_mRNA	YGR106C_mRNA
YDL082W_mRNA	YHR094C_mRNA	YMR266W_mRNA	YER156C_mRNA
YLR035C_mRNA	YDR251W_mRNA	YKR055W_mRNA	YDR222W_mRNA
YDR211W_mRNA	YGR254W_mRNA	YMR180C_mRNA	YNL069C_mRNA
YHR094C_mRNA	YCR090C_mRNA	YDL082W_mRNA	YNL134C_mRNA
YDR251W_mRNA	YJR130C_mRNA	YLR035C_mRNA	YMR266W_mRNA
YGR254W_mRNA	YIL004C_mRNA	YDR211W_mRNA	YKR055W_mRNA
YCR090C_mRNA	YPL191C_mRNA	YHR094C_mRNA	YMR180C_mRNA
YJR130C_mRNA	YDL043C_mRNA	YDR251W_mRNA	YDL082W_mRNA
YIL004C_mRNA	YAL043C_mRNA	YGR254W_mRNA	YLR035C_mRNA
YPL191C_mRNA	YJR104C_mRNA	YCR090C_mRNA	YDR211W_mRNA
YDL043C_mRNA	YOL087C_mRNA	YJR130C_mRNA	YHR094C_mRNA
YAL043C_mRNA	YDR524C_mRNA	YIL004C_mRNA	YDR251W_mRNA
YJR104C_mRNA	YNL239W_mRNA	YPL191C_mRNA	YGR254W_mRNA
YOL087C_mRNA	YKL048C_mRNA	YDL043C_mRNA	YCR090C_mRNA
YDR524C_mRNA	YMR119W-A_mRNA	YAL043C_mRNA	YJR130C_mRNA
YNL239W_mRNA	YLR218C_mRNA	YJR104C_mRNA	YIL004C_mRNA
YKL048C_mRNA	YBL092W_mRNA	YOL087C_mRNA	YPL191C_mRNA
YLR218C_mRNA	YPL050C_mRNA	YDR524C_mRNA	YDL043C_mRNA
